ID,Title,Difficulty,Category,Company Count,Companies,LeetCode Link,Topics
249,Encode and Decode Strings,MEDIUM,Array,2,Microsoft | Snowflake,https://leetcode.com/problems/encode-and-decode-strings,"Array, String, Design"
250,Find All Good Indices,MEDIUM,Array,2,ByteDance | Goldman Sachs,https://leetcode.com/problems/find-all-good-indices,"Array, Dynamic Programming, Prefix Sum"
251,Find All Possible Recipes from Given Supplies,MEDIUM,Array,2,Amazon | Google,https://leetcode.com/problems/find-all-possible-recipes-from-given-supplies,"Array, Hash Table, String, Graph, Topological Sort"
252,Find Occurrences of an Element in an Array,MEDIUM,Array,2,IBM | JP Morgan,https://leetcode.com/problems/find-occurrences-of-an-element-in-an-array,"Array, Hash Table"
253,Find the Length of the Longest Common Prefix,MEDIUM,Array,2,Databricks | Visa,https://leetcode.com/problems/find-the-length-of-the-longest-common-prefix,"Array, Hash Table, String, Trie"
254,Flatten 2D Vector,MEDIUM,Array,2,Google | Twitter,https://leetcode.com/problems/flatten-2d-vector,"Array, Two Pointers, Design, Iterator"
255,Fruit Into Baskets,MEDIUM,Array,2,Google | Walmart,https://leetcode.com/problems/fruit-into-baskets,"Array, Hash Table, Sliding Window"
256,Furthest Building You Can Reach,MEDIUM,Array,2,DEShaw | Flipkart,https://leetcode.com/problems/furthest-building-you-can-reach,"Array, Greedy, Heap (Priority Queue)"
257,Game of Life,MEDIUM,Array,2,Google | Snap,https://leetcode.com/problems/game-of-life,"Array, Matrix, Simulation"
258,Group Shifted Strings,MEDIUM,Array,2,Google | Meta,https://leetcode.com/problems/group-shifted-strings,"Array, Hash Table, String"
259,High-Access Employees,MEDIUM,Array,2,Atlassian | Goldman Sachs,https://leetcode.com/problems/high-access-employees,"Array, Hash Table, String, Sorting"
260,Increasing Triplet Subsequence,MEDIUM,Array,2,IBM | Microsoft,https://leetcode.com/problems/increasing-triplet-subsequence,"Array, Greedy"
261,Invalid Transactions,MEDIUM,Array,2,Bloomberg | PayPal,https://leetcode.com/problems/invalid-transactions,"Array, Hash Table, String, Sorting"
262,Jump Game III,MEDIUM,Array,2,Goldman Sachs | Snap,https://leetcode.com/problems/jump-game-iii,"Array, Depth-First Search, Breadth-First Search"
263,Longest Mountain in Array,MEDIUM,Array,2,Databricks | IBM,https://leetcode.com/problems/longest-mountain-in-array,"Array, Two Pointers, Dynamic Programming, Enumeration"
264,Longest Palindrome by Concatenating Two Letter Words,MEDIUM,Array,2,Databricks | Google,https://leetcode.com/problems/longest-palindrome-by-concatenating-two-letter-words,"Array, Hash Table, String, Greedy, Counting"
265,Magnetic Force Between Two Balls,MEDIUM,Array,2,Amazon | Flipkart,https://leetcode.com/problems/magnetic-force-between-two-balls,"Array, Binary Search, Sorting"
266,Majority Element II,MEDIUM,Array,2,Atlassian | Salesforce,https://leetcode.com/problems/majority-element-ii,"Array, Hash Table, Sorting, Counting"
267,Make Lexicographically Smallest Array by Swapping Elements,MEDIUM,Array,2,Atlassian | IBM,https://leetcode.com/problems/make-lexicographically-smallest-array-by-swapping-elements,"Array, Union Find, Sorting"
268,Maximum Value of an Ordered Triplet II,MEDIUM,Array,2,Bloomberg | Microsoft,https://leetcode.com/problems/maximum-value-of-an-ordered-triplet-ii,Array
269,Meeting Scheduler,MEDIUM,Array,2,Citadel | PayPal,https://leetcode.com/problems/meeting-scheduler,"Array, Two Pointers, Sorting"
270,Min Cost to Connect All Points,MEDIUM,Array,2,DEShaw | Uber,https://leetcode.com/problems/min-cost-to-connect-all-points,"Array, Union Find, Graph, Minimum Spanning Tree"
271,Minimum Falling Path Sum,MEDIUM,Array,2,Google | Intuit,https://leetcode.com/problems/minimum-falling-path-sum,"Array, Dynamic Programming, Matrix"
272,Minimum Limit of Balls in a Bag,MEDIUM,Array,2,Flipkart | Intuit,https://leetcode.com/problems/minimum-limit-of-balls-in-a-bag,"Array, Binary Search"
273,Minimum Number of Arrows to Burst Balloons,MEDIUM,Array,2,Flipkart | Goldman Sachs,https://leetcode.com/problems/minimum-number-of-arrows-to-burst-balloons,"Array, Greedy, Sorting"
274,Minimum Operations to Make All Array Elements Equal,MEDIUM,Array,2,IBM | JP Morgan,https://leetcode.com/problems/minimum-operations-to-make-all-array-elements-equal,"Array, Binary Search, Sorting, Prefix Sum"
275,Minimum Operations to Write the Letter Y on a Grid,MEDIUM,Array,2,Uber | Visa,https://leetcode.com/problems/minimum-operations-to-write-the-letter-y-on-a-grid,"Array, Hash Table, Matrix, Counting"
276,Minimum Time Difference,MEDIUM,Array,2,Palantir | Visa,https://leetcode.com/problems/minimum-time-difference,"Array, Math, String, Sorting"
277,Most Profitable Path in a Tree,MEDIUM,Array,2,Intuit | Snowflake,https://leetcode.com/problems/most-profitable-path-in-a-tree,"Array, Tree, Depth-First Search, Breadth-First Search, Graph"
278,Next Greater Element II,MEDIUM,Array,2,Amazon | Intuit,https://leetcode.com/problems/next-greater-element-ii,"Array, Stack, Monotonic Stack"
279,Number of Adjacent Elements With the Same Color,MEDIUM,Array,2,Uber | Visa,https://leetcode.com/problems/number-of-adjacent-elements-with-the-same-color,Array
280,Number of Matching Subsequences,MEDIUM,Array,2,Salesforce | Visa,https://leetcode.com/problems/number-of-matching-subsequences,"Array, Hash Table, String, Binary Search, Dynamic Programming, Trie, Sorting"
281,Number of Sub-arrays of Size K and Average Greater than or Equal to Threshold,MEDIUM,Array,2,Goldman Sachs | Linkedln,https://leetcode.com/problems/number-of-sub-arrays-of-size-k-and-average-greater-than-or-equal-to-threshold,"Array, Sliding Window"
282,Number of Subarrays That Match a Pattern I,MEDIUM,Array,2,Uber | Visa,https://leetcode.com/problems/number-of-subarrays-that-match-a-pattern-i,"Array, Rolling Hash, String Matching, Hash Function"
283,Partition to K Equal Sum Subsets,MEDIUM,Array,2,ByteDance | Linkedln,https://leetcode.com/problems/partition-to-k-equal-sum-subsets,"Array, Dynamic Programming, Backtracking, Bit Manipulation, Memoization, Bitmask"
284,Plates Between Candles,MEDIUM,Array,2,Amazon | Oracle,https://leetcode.com/problems/plates-between-candles,"Array, String, Binary Search, Prefix Sum"
285,Query Kth Smallest Trimmed Number,MEDIUM,Array,2,DEShaw | Goldman Sachs,https://leetcode.com/problems/query-kth-smallest-trimmed-number,"Array, String, Divide and Conquer, Sorting, Heap (Priority Queue), Radix Sort, Quickselect"
286,Range Product Queries of Powers,MEDIUM,Array,2,Goldman Sachs | IBM,https://leetcode.com/problems/range-product-queries-of-powers,"Array, Bit Manipulation, Prefix Sum"
287,Range Sum Query 2D - Immutable,MEDIUM,Array,2,NVIDIA | Snowflake,https://leetcode.com/problems/range-sum-query-2d-immutable,"Array, Design, Matrix, Prefix Sum"
288,Rank Teams by Votes,MEDIUM,Array,2,Atlassian | Flipkart,https://leetcode.com/problems/rank-teams-by-votes,"Array, Hash Table, String, Sorting, Counting"
289,Rearrange Array to Maximize Prefix Score,MEDIUM,Array,2,IBM | JP Morgan,https://leetcode.com/problems/rearrange-array-to-maximize-prefix-score,"Array, Greedy, Sorting, Prefix Sum"
290,Rotating the Box,MEDIUM,Array,2,Uber | Visa,https://leetcode.com/problems/rotating-the-box,"Array, Two Pointers, Matrix"
291,Shortest Word Distance III,MEDIUM,Array,2,Linkedln | Palantir,https://leetcode.com/problems/shortest-word-distance-iii,"Array, String"
292,Single Number II,MEDIUM,Array,2,Google | Yahoo,https://leetcode.com/problems/single-number-ii,"Array, Bit Manipulation"
293,Single-Threaded CPU,MEDIUM,Array,2,IBM | Microsoft,https://leetcode.com/problems/single-threaded-cpu,"Array, Sorting, Heap (Priority Queue)"
294,Smallest Missing Non-negative Integer After Operations,MEDIUM,Array,2,Atlassian | IBM,https://leetcode.com/problems/smallest-missing-non-negative-integer-after-operations,"Array, Hash Table, Math, Greedy"
295,Snakes and Ladders,MEDIUM,Array,2,Cisco | Zomato,https://leetcode.com/problems/snakes-and-ladders,"Array, Breadth-First Search, Matrix"
296,Surrounded Regions,MEDIUM,Array,2,Flipkart | Google,https://leetcode.com/problems/surrounded-regions,"Array, Depth-First Search, Breadth-First Search, Union Find, Matrix"
297,Transform Array to All Equal Elements,MEDIUM,Array,2,Flipkart | Microsoft,https://leetcode.com/problems/transform-array-to-all-equal-elements,"Array, Greedy"
298,Two City Scheduling,MEDIUM,Array,2,Bloomberg | Swiggy,https://leetcode.com/problems/two-city-scheduling,"Array, Greedy, Sorting"
299,Zero Array Transformation III,MEDIUM,Array,2,Meta | Microsoft,https://leetcode.com/problems/zero-array-transformation-iii,"Array, Greedy, Sorting, Heap (Priority Queue), Prefix Sum"
300,Apply Substitutions,MEDIUM,Array,1,Google,https://leetcode.com/problems/apply-substitutions,"Array, Hash Table, String, Depth-First Search, Breadth-First Search, Graph, Topological Sort"
301,Average Waiting Time,MEDIUM,Array,1,DEShaw,https://leetcode.com/problems/average-waiting-time,"Array, Simulation"
302,Beautiful Towers I,MEDIUM,Array,1,Salesforce,https://leetcode.com/problems/beautiful-towers-i,"Array, Stack, Monotonic Stack"
303,Beautiful Towers II,MEDIUM,Array,1,Salesforce,https://leetcode.com/problems/beautiful-towers-ii,"Array, Stack, Monotonic Stack"
304,Best Team With No Conflicts,MEDIUM,Array,1,Morgan Stanley,https://leetcode.com/problems/best-team-with-no-conflicts,"Array, Dynamic Programming, Sorting"
305,Bitwise OR of All Subsequence Sums,MEDIUM,Array,1,Zomato,https://leetcode.com/problems/bitwise-or-of-all-subsequence-sums,"Array, Math, Bit Manipulation, Brainteaser, Prefix Sum"
306,Buildings With an Ocean View,MEDIUM,Array,1,Meta,https://leetcode.com/problems/buildings-with-an-ocean-view,"Array, Stack, Monotonic Stack"
307,Calculate Score After Performing Instructions,MEDIUM,Array,1,Apple,https://leetcode.com/problems/calculate-score-after-performing-instructions,"Array, Hash Table, String, Simulation"
308,Candy Crush,MEDIUM,Array,1,Visa,https://leetcode.com/problems/candy-crush,"Array, Two Pointers, Matrix, Simulation"
309,Car Fleet,MEDIUM,Array,1,Snap,https://leetcode.com/problems/car-fleet,"Array, Stack, Sorting, Monotonic Stack"
310,Check If Array Pairs Are Divisible by k,MEDIUM,Array,1,Visa,https://leetcode.com/problems/check-if-array-pairs-are-divisible-by-k,"Array, Hash Table, Counting"
311,Check if Grid can be Cut into Sections,MEDIUM,Array,1,Bloomberg,https://leetcode.com/problems/check-if-grid-can-be-cut-into-sections,"Array, Sorting"
312,Cinema Seat Allocation,MEDIUM,Array,1,Linkedln,https://leetcode.com/problems/cinema-seat-allocation,"Array, Hash Table, Greedy, Bit Manipulation"
313,Closest Equal Element Queries,MEDIUM,Array,1,Salesforce,https://leetcode.com/problems/closest-equal-element-queries,"Array, Hash Table, Binary Search"
314,Coin Change II,MEDIUM,Array,1,Morgan Stanley,https://leetcode.com/problems/coin-change-ii,"Array, Dynamic Programming"
315,Combination Sum IV,MEDIUM,Array,1,Snap,https://leetcode.com/problems/combination-sum-iv,"Array, Dynamic Programming"
316,Construct the Lexicographically Largest Valid Sequence,MEDIUM,Array,1,Salesforce,https://leetcode.com/problems/construct-the-lexicographically-largest-valid-sequence,"Array, Backtracking"
317,Contiguous Array,MEDIUM,Array,1,Morgan Stanley,https://leetcode.com/problems/contiguous-array,"Array, Hash Table, Prefix Sum"
318,Continuous Subarray Sum,MEDIUM,Array,1,Meta,https://leetcode.com/problems/continuous-subarray-sum,"Array, Hash Table, Math, Prefix Sum"
319,Count Good Meals,MEDIUM,Array,1,Swiggy,https://leetcode.com/problems/count-good-meals,"Array, Hash Table"
320,Count Nice Pairs in an Array,MEDIUM,Array,1,Uber,https://leetcode.com/problems/count-nice-pairs-in-an-array,"Array, Hash Table, Math, Counting"
321,Count Nodes With the Highest Score,MEDIUM,Array,1,Visa,https://leetcode.com/problems/count-nodes-with-the-highest-score,"Array, Tree, Depth-First Search, Binary Tree"
322,Count Number of Maximum Bitwise-OR Subsets,MEDIUM,Array,1,Citadel,https://leetcode.com/problems/count-number-of-maximum-bitwise-or-subsets,"Array, Backtracking, Bit Manipulation, Enumeration"
323,Count Number of Nice Subarrays,MEDIUM,Array,1,Walmart,https://leetcode.com/problems/count-number-of-nice-subarrays,"Array, Hash Table, Math, Sliding Window, Prefix Sum"
324,Count Strictly Increasing Subarrays,MEDIUM,Array,1,JP Morgan,https://leetcode.com/problems/count-strictly-increasing-subarrays,"Array, Math, Dynamic Programming"
325,Count Sub Islands,MEDIUM,Array,1,Twitter,https://leetcode.com/problems/count-sub-islands,"Array, Depth-First Search, Breadth-First Search, Union Find, Matrix"
326,Count Subarrays Where Max Element Appears at Least K Times,MEDIUM,Array,1,Bloomberg,https://leetcode.com/problems/count-subarrays-where-max-element-appears-at-least-k-times,"Array, Sliding Window"
327,Count Unhappy Friends,MEDIUM,Array,1,Bloomberg,https://leetcode.com/problems/count-unhappy-friends,"Array, Simulation"
328,Count Ways to Group Overlapping Ranges,MEDIUM,Array,1,IBM,https://leetcode.com/problems/count-ways-to-group-overlapping-ranges,"Array, Sorting"
329,Count the Hidden Sequences,MEDIUM,Array,1,Zomato,https://leetcode.com/problems/count-the-hidden-sequences,"Array, Prefix Sum"
330,Create Binary Tree From Descriptions,MEDIUM,Array,1,Linkedln,https://leetcode.com/problems/create-binary-tree-from-descriptions,"Array, Hash Table, Tree, Binary Tree"
331,Cutting Ribbons,MEDIUM,Array,1,Meta,https://leetcode.com/problems/cutting-ribbons,"Array, Binary Search"
332,Delete and Earn,MEDIUM,Array,1,Citadel,https://leetcode.com/problems/delete-and-earn,"Array, Hash Table, Dynamic Programming"
333,Design Circular Deque,MEDIUM,Array,1,Goldman Sachs,https://leetcode.com/problems/design-circular-deque,"Array, Linked List, Design, Queue"
334,Design Front Middle Back Queue,MEDIUM,Array,1,Citadel,https://leetcode.com/problems/design-front-middle-back-queue,"Array, Linked List, Design, Queue, Data Stream"
335,Design a Food Rating System,MEDIUM,Array,1,Atlassian,https://leetcode.com/problems/design-a-food-rating-system,"Array, Hash Table, String, Design, Heap (Priority Queue), Ordered Set"
336,Design a Stack With Increment Operation,MEDIUM,Array,1,Salesforce,https://leetcode.com/problems/design-a-stack-with-increment-operation,"Array, Stack, Design"
337,Destroy Sequential Targets,MEDIUM,Array,1,Intuit,https://leetcode.com/problems/destroy-sequential-targets,"Array, Hash Table, Counting"
338,Detect Squares,MEDIUM,Array,1,Google,https://leetcode.com/problems/detect-squares,"Array, Hash Table, Design, Counting"
339,Display Table of Food Orders in a Restaurant,MEDIUM,Array,1,JP Morgan,https://leetcode.com/problems/display-table-of-food-orders-in-a-restaurant,"Array, Hash Table, String, Sorting, Ordered Set"
340,Divide Array Into Arrays With Max Difference,MEDIUM,Array,1,Bloomberg,https://leetcode.com/problems/divide-array-into-arrays-with-max-difference,"Array, Greedy, Sorting"
341,Equal Row and Column Pairs,MEDIUM,Array,1,DEShaw,https://leetcode.com/problems/equal-row-and-column-pairs,"Array, Hash Table, Matrix, Simulation"
342,Expressive Words,MEDIUM,Array,1,Cisco,https://leetcode.com/problems/expressive-words,"Array, Two Pointers, String"
343,Filling Bookcase Shelves,MEDIUM,Array,1,Flipkart,https://leetcode.com/problems/filling-bookcase-shelves,"Array, Dynamic Programming"
344,Find All Duplicates in an Array,MEDIUM,Array,1,Google,https://leetcode.com/problems/find-all-duplicates-in-an-array,"Array, Hash Table"
345,Find K Pairs with Smallest Sums,MEDIUM,Array,1,Linkedln,https://leetcode.com/problems/find-k-pairs-with-smallest-sums,"Array, Heap (Priority Queue)"
346,Find Minimum Cost to Remove Array Elements,MEDIUM,Array,1,DEShaw,https://leetcode.com/problems/find-minimum-cost-to-remove-array-elements,"Array, Dynamic Programming"
347,Find Players With Zero or One Losses,MEDIUM,Array,1,Palantir,https://leetcode.com/problems/find-players-with-zero-or-one-losses,"Array, Hash Table, Sorting, Counting"
348,Find Score of an Array After Marking All Elements,MEDIUM,Array,1,Visa,https://leetcode.com/problems/find-score-of-an-array-after-marking-all-elements,"Array, Hash Table, Sorting, Heap (Priority Queue), Simulation"
349,Find The First Player to win K Games in a Row,MEDIUM,Array,1,IBM,https://leetcode.com/problems/find-the-first-player-to-win-k-games-in-a-row,"Array, Simulation"
350,Find and Replace Pattern,MEDIUM,Array,1,Zomato,https://leetcode.com/problems/find-and-replace-pattern,"Array, Hash Table, String"
351,Find the Largest Area of Square Inside Two Rectangles,MEDIUM,Array,1,Cisco,https://leetcode.com/problems/find-the-largest-area-of-square-inside-two-rectangles,"Array, Math, Geometry"
352,Find the Maximum Length of a Good Subsequence I,MEDIUM,Array,1,Snowflake,https://leetcode.com/problems/find-the-maximum-length-of-a-good-subsequence-i,"Array, Hash Table, Dynamic Programming"
353,Find the Minimum Amount of Time to Brew Potions,MEDIUM,Array,1,Goldman Sachs,https://leetcode.com/problems/find-the-minimum-amount-of-time-to-brew-potions,"Array, Simulation, Prefix Sum"
354,Find the Safest Path in a Grid,MEDIUM,Array,1,Google,https://leetcode.com/problems/find-the-safest-path-in-a-grid,"Array, Binary Search, Breadth-First Search, Union Find, Heap (Priority Queue), Matrix"
355,Find the Winner of the Circular Game,MEDIUM,Array,1,Goldman Sachs,https://leetcode.com/problems/find-the-winner-of-the-circular-game,"Array, Math, Recursion, Queue, Simulation"
356,Finding Pairs With a Certain Sum,MEDIUM,Array,1,Databricks,https://leetcode.com/problems/finding-pairs-with-a-certain-sum,"Array, Hash Table, Design"
357,Finding the Users Active Minutes,MEDIUM,Array,1,Twitter,https://leetcode.com/problems/finding-the-users-active-minutes,"Array, Hash Table"
358,First Completely Painted Row or Column,MEDIUM,Array,1,Citadel,https://leetcode.com/problems/first-completely-painted-row-or-column,"Array, Hash Table, Matrix"
359,First Day Where You Have Been in All the Rooms,MEDIUM,Array,1,ByteDance,https://leetcode.com/problems/first-day-where-you-have-been-in-all-the-rooms,"Array, Dynamic Programming"
360,First Unique Number,MEDIUM,Array,1,Uber,https://leetcode.com/problems/first-unique-number,"Array, Hash Table, Design, Queue, Data Stream"
361,Greatest Sum Divisible by Three,MEDIUM,Array,1,DEShaw,https://leetcode.com/problems/greatest-sum-divisible-by-three,"Array, Dynamic Programming, Greedy, Sorting"
362,Grumpy Bookstore Owner,MEDIUM,Array,1,Walmart,https://leetcode.com/problems/grumpy-bookstore-owner,"Array, Sliding Window"
363,Hand of Straights,MEDIUM,Array,1,Google,https://leetcode.com/problems/hand-of-straights,"Array, Hash Table, Greedy, Sorting"
364,House Robber IV,MEDIUM,Array,1,Linkedln,https://leetcode.com/problems/house-robber-iv,"Array, Binary Search, Dynamic Programming, Greedy"
365,Identify the Largest Outlier in an Array,MEDIUM,Array,1,Goldman Sachs,https://leetcode.com/problems/identify-the-largest-outlier-in-an-array,"Array, Hash Table, Counting, Enumeration"
366,Implement Router,MEDIUM,Array,1,Cisco,https://leetcode.com/problems/implement-router,"Array, Hash Table, Binary Search, Design, Queue, Ordered Set"
367,Interval List Intersections,MEDIUM,Array,1,Meta,https://leetcode.com/problems/interval-list-intersections,"Array, Two Pointers, Line Sweep"
368,Largest 1-Bordered Square,MEDIUM,Array,1,DEShaw,https://leetcode.com/problems/largest-1-bordered-square,"Array, Dynamic Programming, Matrix"
369,Largest Plus Sign,MEDIUM,Array,1,Intuit,https://leetcode.com/problems/largest-plus-sign,"Array, Dynamic Programming"
370,Leftmost Column with at Least a One,MEDIUM,Array,1,Uber,https://leetcode.com/problems/leftmost-column-with-at-least-a-one,"Array, Binary Search, Matrix, Interactive"
371,Length of Longest Fibonacci Subsequence,MEDIUM,Array,1,Goldman Sachs,https://leetcode.com/problems/length-of-longest-fibonacci-subsequence,"Array, Hash Table, Dynamic Programming"
372,Length of Longest Subarray With at Most K Frequency,MEDIUM,Array,1,Citadel,https://leetcode.com/problems/length-of-longest-subarray-with-at-most-k-frequency,"Array, Hash Table, Sliding Window"
373,Length of the Longest Subsequence That Sums to Target,MEDIUM,Array,1,Intuit,https://leetcode.com/problems/length-of-the-longest-subsequence-that-sums-to-target,"Array, Dynamic Programming"
374,Longest Non-decreasing Subarray From Two Arrays,MEDIUM,Array,1,Citadel,https://leetcode.com/problems/longest-non-decreasing-subarray-from-two-arrays,"Array, Dynamic Programming"
375,Loud and Rich,MEDIUM,Array,1,PayPal,https://leetcode.com/problems/loud-and-rich,"Array, Depth-First Search, Graph, Topological Sort"
376,Make Costs of Paths Equal in a Binary Tree,MEDIUM,Array,1,DEShaw,https://leetcode.com/problems/make-costs-of-paths-equal-in-a-binary-tree,"Array, Dynamic Programming, Greedy, Tree, Binary Tree"
377,Make K-Subarray Sums Equal,MEDIUM,Array,1,Morgan Stanley,https://leetcode.com/problems/make-k-subarray-sums-equal,"Array, Math, Greedy, Sorting, Number Theory"
378,Match Alphanumerical Pattern in Matrix I,MEDIUM,Array,1,Visa,https://leetcode.com/problems/match-alphanumerical-pattern-in-matrix-i,"Array, Hash Table, String, Matrix"
379,Max Number of K-Sum Pairs,MEDIUM,Array,1,DEShaw,https://leetcode.com/problems/max-number-of-k-sum-pairs,"Array, Hash Table, Two Pointers, Sorting"
380,Max Sum of a Pair With Equal Sum of Digits,MEDIUM,Array,1,NVIDIA,https://leetcode.com/problems/max-sum-of-a-pair-with-equal-sum-of-digits,"Array, Hash Table, Sorting, Heap (Priority Queue)"
381,Maximize Area of Square Hole in Grid,MEDIUM,Array,1,Swiggy,https://leetcode.com/problems/maximize-area-of-square-hole-in-grid,"Array, Sorting"
382,Maximize Total Tastiness of Purchased Fruits,MEDIUM,Array,1,Linkedln,https://leetcode.com/problems/maximize-total-tastiness-of-purchased-fruits,"Array, Dynamic Programming"
383,Maximum Candies Allocated to K Children,MEDIUM,Array,1,Oracle,https://leetcode.com/problems/maximum-candies-allocated-to-k-children,"Array, Binary Search"
384,Maximum Coin Collection,MEDIUM,Array,1,Uber,https://leetcode.com/problems/maximum-coin-collection,"Array, Dynamic Programming"
385,Maximum Difference Score in a Grid,MEDIUM,Array,1,Intuit,https://leetcode.com/problems/maximum-difference-score-in-a-grid,"Array, Dynamic Programming, Matrix"
386,Maximum Frequency After Subarray Operation,MEDIUM,Array,1,Amazon,https://leetcode.com/problems/maximum-frequency-after-subarray-operation,"Array, Hash Table, Dynamic Programming, Greedy, Enumeration, Prefix Sum"
387,Maximum Good Subarray Sum,MEDIUM,Array,1,Atlassian,https://leetcode.com/problems/maximum-good-subarray-sum,"Array, Hash Table, Prefix Sum"
388,Maximum Length of Pair Chain,MEDIUM,Array,1,Swiggy,https://leetcode.com/problems/maximum-length-of-pair-chain,"Array, Dynamic Programming, Greedy, Sorting"
389,Maximum Length of Repeated Subarray,MEDIUM,Array,1,Citadel,https://leetcode.com/problems/maximum-length-of-repeated-subarray,"Array, Binary Search, Dynamic Programming, Sliding Window, Rolling Hash, Hash Function"
390,Maximum Number of Integers to Choose From a Range I,MEDIUM,Array,1,PayPal,https://leetcode.com/problems/maximum-number-of-integers-to-choose-from-a-range-i,"Array, Hash Table, Binary Search, Greedy, Sorting"
391,Maximum Number of Integers to Choose From a Range II,MEDIUM,Array,1,PayPal,https://leetcode.com/problems/maximum-number-of-integers-to-choose-from-a-range-ii,"Array, Binary Search, Greedy, Sorting"
392,Maximum Number of Points with Cost,MEDIUM,Array,1,DEShaw,https://leetcode.com/problems/maximum-number-of-points-with-cost,"Array, Dynamic Programming, Matrix"
393,Maximum Number of Removable Characters,MEDIUM,Array,1,Snowflake,https://leetcode.com/problems/maximum-number-of-removable-characters,"Array, Two Pointers, String, Binary Search"
394,Maximum Number of Upgradable Servers,MEDIUM,Array,1,Snowflake,https://leetcode.com/problems/maximum-number-of-upgradable-servers,"Array, Math, Binary Search"
395,Maximum OR,MEDIUM,Array,1,DEShaw,https://leetcode.com/problems/maximum-or,"Array, Greedy, Bit Manipulation, Prefix Sum"
396,Maximum Points Tourist Can Earn,MEDIUM,Array,1,DEShaw,https://leetcode.com/problems/maximum-points-tourist-can-earn,"Array, Dynamic Programming, Matrix"
397,Maximum Profitable Triplets With Increasing Prices I,MEDIUM,Array,1,IBM,https://leetcode.com/problems/maximum-profitable-triplets-with-increasing-prices-i,"Array, Binary Indexed Tree, Segment Tree"
398,Maximum Size Subarray Sum Equals k,MEDIUM,Array,1,Palantir,https://leetcode.com/problems/maximum-size-subarray-sum-equals-k,"Array, Hash Table, Prefix Sum"
399,Maximum Square Area by Removing Fences From a Field,MEDIUM,Array,1,Atlassian,https://leetcode.com/problems/maximum-square-area-by-removing-fences-from-a-field,"Array, Hash Table, Enumeration"
400,Maximum Subsequence Score,MEDIUM,Array,1,DEShaw,https://leetcode.com/problems/maximum-subsequence-score,"Array, Greedy, Sorting, Heap (Priority Queue)"
401,Maximum Subtree of the Same Color,MEDIUM,Array,1,BlackRock,https://leetcode.com/problems/maximum-subtree-of-the-same-color,"Array, Dynamic Programming, Tree, Depth-First Search"
402,Maximum Sum Circular Subarray,MEDIUM,Array,1,Flipkart,https://leetcode.com/problems/maximum-sum-circular-subarray,"Array, Divide and Conquer, Dynamic Programming, Queue, Monotonic Queue"
403,Maximum Sum Obtained of Any Permutation,MEDIUM,Array,1,PayPal,https://leetcode.com/problems/maximum-sum-obtained-of-any-permutation,"Array, Greedy, Sorting, Prefix Sum"
404,Maximum Total Damage With Spell Casting,MEDIUM,Array,1,Citadel,https://leetcode.com/problems/maximum-total-damage-with-spell-casting,"Array, Hash Table, Two Pointers, Binary Search, Dynamic Programming, Sorting, Counting"
405,Maximum XOR of Two Numbers in an Array,MEDIUM,Array,1,Goldman Sachs,https://leetcode.com/problems/maximum-xor-of-two-numbers-in-an-array,"Array, Hash Table, Bit Manipulation, Trie"
406,Median of a Row Wise Sorted Matrix,MEDIUM,Array,1,DEShaw,https://leetcode.com/problems/median-of-a-row-wise-sorted-matrix,"Array, Binary Search, Matrix"
407,Minimize Connected Groups by Inserting Interval,MEDIUM,Array,1,DEShaw,https://leetcode.com/problems/minimize-connected-groups-by-inserting-interval,"Array, Binary Search, Sliding Window, Sorting"
408,Minimum Absolute Difference Between Elements With Constraint,MEDIUM,Array,1,Databricks,https://leetcode.com/problems/minimum-absolute-difference-between-elements-with-constraint,"Array, Binary Search, Ordered Set"
409,Minimum Array Length After Pair Removals,MEDIUM,Array,1,Snowflake,https://leetcode.com/problems/minimum-array-length-after-pair-removals,"Array, Hash Table, Two Pointers, Binary Search, Greedy, Counting"
410,Minimum Cost Homecoming of a Robot in a Grid,MEDIUM,Array,1,Goldman Sachs,https://leetcode.com/problems/minimum-cost-homecoming-of-a-robot-in-a-grid,"Array, Greedy"
411,Minimum Cost to Connect Sticks,MEDIUM,Array,1,JP Morgan,https://leetcode.com/problems/minimum-cost-to-connect-sticks,"Array, Greedy, Heap (Priority Queue)"
412,Minimum Cost to Convert String I,MEDIUM,Array,1,Atlassian,https://leetcode.com/problems/minimum-cost-to-convert-string-i,"Array, String, Graph, Shortest Path"
413,Minimum Elements to Add to Form a Given Sum,MEDIUM,Array,1,Twitter,https://leetcode.com/problems/minimum-elements-to-add-to-form-a-given-sum,"Array, Greedy"
414,Minimum Increment to Make Array Unique,MEDIUM,Array,1,PayPal,https://leetcode.com/problems/minimum-increment-to-make-array-unique,"Array, Greedy, Sorting, Counting"
415,Minimum Levels to Gain More Points,MEDIUM,Array,1,IBM,https://leetcode.com/problems/minimum-levels-to-gain-more-points,"Array, Prefix Sum"
416,Minimum Number of Coins to be Added,MEDIUM,Array,1,Flipkart,https://leetcode.com/problems/minimum-number-of-coins-to-be-added,"Array, Greedy, Sorting"
417,Minimum Number of Days to Make m Bouquets,MEDIUM,Array,1,Flipkart,https://leetcode.com/problems/minimum-number-of-days-to-make-m-bouquets,"Array, Binary Search"
